	WORD	CEFR	CLUE
258	alarmante	c1	['frightening because of an awareness of danger', 'being in or verging on a state of crisis or emergency', 'forming or having the nature of a turning point or crisis']
259	alarmar	c1	['warn or arouse to a sense of danger or call to a state of preparedness']
260	alba	a2	['a white linen liturgical vestment with sleeves; worn by priests']
261	albatros	b1	['large web-footed birds of the southern hemisphere having long narrow wings; noted for powerful gliding flight']
262	albañil	c1	['a craftsman skilled in building with bricks', 'a craftsman who works with stone or brick']
263	albergar	b2	['maintain (a theory, thoughts, or feelings)', 'provide housing for', 'provide housing for', 'be a lodger; stay temporarily', 'provide shelter for', 'contain or cover']
264	albergue	a1	['a lodging for travelers (especially one kept by a monastic order)', 'a hotel providing overnight lodging for travelers']
265	alboroto	b1	['disturbance usually in protest', 'blatant or sensational promotion', 'an angry disturbance', 'a disorderly outburst or tumult']
266	albóndiga	a1	['ground meat formed into a ball and fried or simmered in broth']
267	alcahuete	c1	['a pimp who procures whores']
268	alcalde	c1	['a mayor or chief magistrate of a Spanish town', 'a mayor of a municipality in Germany or Holland or Flanders or Austria', 'the head of a city government']
269	alcaldesa	c1	['the wife of a mayor']
270	alcaldía	b1	['the position of mayor']
271	alcance	c1	['the act of physically reaching or thrusting out', 'an area in which something acts or operates or has power or control:', 'the power to use something or someone', 'the limit of capability', 'the limits within which something can be effective', 'the point or degree to which something extends']
272	alcantarillado	a2	['waste matter carried away in sewers or drains']
273	alcanzar	c1	['have a certain range', 'catch up with and possibly overtake', 'propel,', 'reach a destination; arrive by movement or progress', 'reach a destination, either real or abstract', 'travel past', 'be sold for a certain price', 'to gain with effort', 'attain', 'range or extend over; occupy a certain area', 'blow toward the shore']
274	alcohol	c1	['a liquor or brew containing alcohol as the active agent', 'any of a series of volatile hydroxyl compounds that are made from hydrocarbons by distillation']
275	alcoholismo	b1	['an intense persistent desire to drink alcoholic beverages to excess', 'habitual intoxication; prolonged and excessive intake of alcoholic drinks leading to a breakdown in health and an addiction to alcohol such that abrupt deprivation leads to severe withdrawal symptoms']
276	alcohólico	a2	['addicted to alcohol; - Carl Van Doren', 'characteristic of or containing alcohol', 'a chronic drinker']
277	alcázar	c1	['a stronghold into which people could go for shelter during a battle', 'a fortified defensive structure']
278	aldea	c1	['a settlement smaller than a town']
279	alegar	c1	['offer as an excuse or plea', 'report or maintain']
280	alegrar	a2	['add alcohol to (beverages)', 'cause (somebody) to feel happier or more cheerful', 'make glad or happy']
281	alegre	a1	['being full of or promoting cheer; having or showing good spirits', 'carefree and happy and lighthearted', 'characterized by liveliness and lightheartedness', 'bright and pleasant; promoting a feeling of cheer', 'having a cheerful, lively, and self-confident air; - Frances G. Patton; - H.M.Reynolds', 'made joyful', 'full of or showing high spirits', 'arousing or provoking laughter', 'showing or causing joy and pleasure; especially made happy', 'full of or characterized by joy', 'offering fun and gaiety', 'full of or showing high-spirited merriment; ; - Wordsworth', 'free of trouble and worry and care']
282	alegría	b1	['the quality of being cheerful and dispelling gloom', 'cheerful and lively', 'a breezy liveliness', 'inappropriate levity', 'the trait of merry joking', 'something or someone that provides a source of happiness', 'experiencing joy and pleasure', 'the emotion of great happiness', 'East Indian annual erect herb; source of sesame seed or benniseed and sesame oil']
283	alejar	b2	['get rid of something abstract', 'force to go away; used both with concrete and metaphoric meanings', 'remove from a position or an office', 'prevent the occurrence of; prevent from happening']
284	alemán	a1	['of or pertaining to or characteristic of Germany or its people or language', 'the standard German language; developed historically from West Germanic', 'a person of German nationality']
285	alertar	b2	['make aware of']
286	aleta	c1	['a stabilizer on a ship that resembles the fin of a fish', 'a shoe for swimming; the paddle-like front is an aid in swimming (especially underwater)']
287	alfabetización	c1	['the ability to read and write']
288	alfabeto	c1	['a character set that includes letters and is used to write a language', 'a person who can read and write']
289	alfarería	b2	['the craft of making earthenware', 'ceramic ware made from clay and baked in a kiln']
290	alfiler	c1	['a small slender (often pointed) piece of wood or metal used to support or fasten or attach things']
291	alfombra	c1	['floor covering consisting of a piece of thick heavy fabric (usually with nap or pile)']
292	alga	c1	['primitive chlorophyll-containing mainly aquatic eukaryotic organisms lacking true stems and roots and leaves']
293	algo	b1	['quantifier; used with either mass nouns or plural count nouns to indicate an unspecified number or quantity']
294	algodón	c1	['fabric woven from cotton fibers', 'soft silky fibers from cotton plants in their raw state']
295	alguien	b1	['a human being']
296	alguno	a1	['a human being']
297	aliado	c1	['of or relating to or denoting the Allies in World War I', 'of or relating to or denoting the Allies in World War II', 'a friendly nation', 'an associate who provides cooperation or assistance']
298	alianza	a2	['the act of forming an alliance or confederation', 'a ring (usually plain gold) given to the bride (and sometimes one is also given to the groom) at the wedding', 'a formal agreement establishing an association or alliance between nations or other groups to achieve a particular aim', 'an organization of people (or countries) involved in a pact or treaty']
299	aliento	c1	['breath', 'the expression of approval and support', 'the air that is inhaled and exhaled in respiration']
300	alimentación	b1	['the act of consuming food', 'the act of supplying food and nourishment', 'the food and drink that are regularly served or consumed', 'a prescribed selection of foods']
301	alimentar	a2	['introduce continuously', 'give food to', 'serve as food for; be the food for', 'feed into; supply', 'supply the force or power for the functioning of', 'provide as food', 'gratify', 'provide with nourishment', 'give nourishment to', 'stimulate', 'provide with fuel', 'stir up or tend; of a fire', 'bring up', 'support or promote']
302	alimento	b2	['any substance that can be metabolized by an animal to give energy and build tissue', 'any solid substance (as opposed to liquid) that is used as a source of nourishment', 'a source of materials to nourish the body']
303	aliviar	b2	['provide physical relief, as from pain', 'lessen pain or discomfort; alleviate', 'provide relief for', 'make easier', 'satisfy (thirst)', 'cause to be more favorably inclined; gain the good will of', 'lessen the intensity of or calm', 'take by stealing', 'free from a burden, evil, or distress']
304	alivio	b2	['the act of reducing something unpleasant (as pain or annoyance)', 'the act of making less strict', 'something that extricates you from embarrassment', 'a change for the better', 'the feeling that comes when something burdensome is removed or reduced', 'the condition of being comfortable or relieved (especially after being relieved of distress)', 'a (temporary) relief from harm or discomfort']
305	allá	a2	"[""at or in an indicated (usually distant) place (`yon' is archaic and dialectal); ; - Calder Willingham""]"
306	allí	b2	['in or at that place']
307	alma	c1	['a human being', 'liveliness and energy', 'the locus of feelings and intuitions', 'deep feeling or emotion', 'the immaterial part of a person; the actuating cause of an individual life']
308	almacenamiento	c1	['depositing in a warehouse', 'an electronic memory device', '(computer science) the process of storing information in a computer memory or on a magnetic tape or disk']
309	almacenar	c1	['keep or lay aside for future use', 'store in a warehouse', 'find a place for and put away for storage', 'an electronic memory device']
310	almacén	c1	['an electronic memory device', 'a mercantile establishment for the retail sale of goods or services', 'storeroom for storing goods and supplies used in a business', 'a depository for goods', 'a room in which things are stored', 'a storehouse for goods and merchandise']
311	almeja	c1	['burrowing marine mollusk living on sand or mud; the shell closes with viselike firmness', 'obscene terms for female genitals', 'flesh of either hard-shell or soft-shell clams']
312	almendra	c1	['oval-shaped edible seed of the almond tree']
313	almidón	b1	['a complex carbohydrate found chiefly in seeds, fruits, tubers, roots and stem pith of plants, notably in corn, potatoes, wheat, and rice; an important foodstuff and used otherwise especially in adhesives and as fillers and stiffeners for paper and textiles']
314	almohada	b2	['a cushion to support the head of a sleeping person']
315	almorzar	c1	['take the midday meal']
316	almuerzo	a2	['the act of eating lunch', 'the first meal of the day (usually in the morning)', 'a midday meal', 'any food (especially cereal) usually served for breakfast']
317	almíbar	b1	['a pale cane syrup']
318	alocado	b2	['undisciplined and unruly']
319	alojamiento	a1	['living quarters provided for public convenience', 'temporary living quarters']
320	alojar	a1	['provide food and lodging (for)', 'provide with a berth', 'furnish with a bed', 'provide housing for', 'provide housing for', 'contain or cover']
321	alpaca	a2	['wool of the alpaca']
322	alpinismo	a2	['mountain climbing (not restricted to the Alps)']
323	alquilar	a1	['engage for service under a term of contract', 'grant use or occupation of under a term of contract', 'grant the services of or the temporary use of, for a fee', 'let for money', 'hold under a lease or rental agreement; of goods and services']
324	alquiler	b2	['an act of being a tenant or occupant', 'the act of paying for the use of something (as an apartment or house or car)', 'a payment or series of payments made by the lessee to an owner for use of some property, facility, equipment, or service']
325	alrededor	b1	['in circumference']
326	altar	b1	['a raised structure on which gifts or sacrifices to a god are made', 'the table in Christian churches where communion is given']
327	altavoz	b1	['electro-acoustic transducer that converts electrical signals into sounds loud enough to be heard at a distance', 'the loudspeaker on an intercom or public address system', 'a loudspeaker']
328	alteración	c1	['the act of making something different (as e.g. the size of a garment)', 'the act of disrupting an established order so it fails to continue', 'a temperament that is perturbed and lacking in composure', 'an event that occurs when something passes from one state or phase to another', 'a qualitative change', 'a relational difference between states; especially between states before and after some event', 'a mental state of extreme emotional disturbance', 'an unhappy and worried mental state']
329	alterar	c1	"[""become different in some particular way, without permanently losing one's or its former characteristics or essence"", 'cause to change; make different; cause a transformation', 'throw into disorder', 'present with a bias', 'make an alteration to', 'move deeply', 'irritate or vex']"
330	alternar	b2	['do something in turns', 'go back and forth; swing back and forth between two states or conditions', 'reverse (a direction, attitude, or course of action)', 'exchange people temporarily to fulfill certain jobs and functions', 'exchange on a regular basis']
331	alternativa	b2	['one of a number of things from which only one can be chosen']
332	alternativo	c1	['pertaining to unconventional choices', 'serving or used in place of another', 'via a back channel']
333	altiplano	a2	['a relatively flat highland']
334	altitud	a2	"[""elevation especially above sea level or above the earth's surface"", 'the perpendicular distance from the base of a geometric figure to the opposite vertex (or side if parallel)']"
335	altivo	b1	['marked by excessive confidence', 'presumptuously arrogant; ; - S.V.Benet; - NY Times', 'having or showing feelings of unwarranted importance out of overbearing pride']
336	alto	b2	"['capable of independent and apparently intelligent action', 'in or to a high position, amount, or degree', 'quick and brisk', ""(literal meaning) being at or having a relatively great or specific elevation or upward extension (sometimes used in combinations like `knee-high')"", 'indefinitely high; lofty', 'of imposing height; especially standing out above others', 'greater than normal in degree or intensity or amount', 'advanced in complexity or elaboration', '(of a musical instrument) second highest member of a group', 'used chiefly as a direction or description in music', 'painfully severe', 'standing above others in quality or position', 'great in vertical dimension; high in stature', 'the lowest female singing voice', 'a singer whose voice lies in the alto clef']"
337	altura	a1	"['distance of something above a reference point (such as sea level)', ""elevation especially above sea level or above the earth's surface"", 'the vertical dimension of extension; distance from the base of something to the top', 'the perpendicular distance from the base of a geometric figure to the opposite vertex (or side if parallel)']"
338	alubia	a1	['any of various edible seeds of plants of the family Leguminosae used for food', 'any of numerous beans eaten either fresh or dried', 'the common annual twining or bushy bean plant grown for its edible seeds or pods']
339	aludir	c1	['refer to for illustration or proof', 'make reference to', 'refer to or discuss briefly', 'make a more or less disguised reference to']
340	alumbrar	c1	['cause to be born', 'make lighter or brighter']
341	aluminio	b2	['a silvery ductile metallic element found primarily in bauxite']
342	alumno	c1	['a person who has received a degree from a school (high school or college or university)', 'a young person attending school (up through senior high school)', 'a learner who is enrolled in an educational institution']
343	aluvión	c1	['clay or silt or gravel carried by rushing streams and deposited where the stream slows down', 'the phenomenon of sediment or gravel accumulating']
344	alzar	c1	['raise the level or amount of something', 'invigorate or heighten', 'make audible', 'be standing; be upright', 'construct, build, or erect', 'move upwards', 'raise from a lower to a higher position', 'occupy a place or location, also metaphorically']
345	alérgico	b2	['having an allergy or peculiar or excessive susceptibility (especially to a specific factor)']
346	ama	a1	['a female domestic']
347	amabilidad	c1	['acting in a manner that is gentle and mild and even-tempered', 'a cheerful and agreeable mood']
348	amable	a1	['helpful in bringing about a harmonious adaptation', 'disposed to bestow favors', 'considerate of the feelings or well-being of others', 'tolerant and forgiving under provocation', 'diffusing warmth and friendliness', '(chiefly Scottish) agreeable and genial', 'disposed to please; - Hal Hinson', 'having or showing a tender and considerate and helpful nature; used especially of persons and their behavior', 'having characteristics that attract love or affection', 'having or displaying warmth or affection']
349	amado	b2	['held dear', 'a beloved person; used as terms of endearment']
350	amamantar	c1	['nourishing at the breast', 'give suck to']
351	amanecer	c1	['the earliest period', 'atmospheric phenomena accompanying the daily appearance of the sun', 'the first light of day']
352	amante	b2	['a person who loves someone or is loved by someone', 'an ardent follower and admirer', 'someone who kisses', 'an adulterous woman; a woman who has an ongoing extramarital sexual relationship with a man']
353	amar	a1	['have a great affection or liking for']
354	amargar	c1	['make sour or bitter', 'go sour or spoil', 'cause to be bitter or resentful', 'gnaw into; make resentful or angry', 'make bitter']
355	amargo	b1	['expressive of severe grief or regret', 'harsh or corrosive in tone', 'causing a sharp and acrid taste experience', 'very difficult to accept or bear']
356	amarillo	c1	['of the color intermediate between green and orange in the color spectrum; of something resembling the color of an egg yolk']
357	amasar	c1	['make uniform']
358	ambicioso	a1	['having a strong desire for success or achievement', 'requiring full use of your abilities or resources']
359	ambición	c1	['a strong drive for success', 'a cherished desire']
360	ambiental	c1	['concerned with the ecological effects of altering the environment', 'of or relating to the external conditions or surroundings']
361	ambiente	b1	['the atmosphere of an environment', 'the environmental condition', 'the weather or climate at some place', 'a particular environment or surrounding influence']
362	ambiguo	c1	['having more than one possible meaning', 'lacking clarity of meaning; causing confusion or perplexity', 'open to two or more interpretations; or of uncertain nature or significance; or (often) intended to mislead', 'having two meanings with intent to deceive']
363	amenaza	b2	['declaration of an intention or a determination to inflict harm on another', 'a warning that something unpleasant is imminent', 'a person who inspires fear or dread', 'something that is a source of danger']
364	amenazador	a2	['a sharp hand gesture (resembling a blow)']
365	amenazar	b2	['to utter intentions of injury or punishment against:', 'to be a menacing indication of something:', 'subdue, restrain, or overcome by affecting with a feeling of awe; frighten (as with threats)', 'pose a threat to; present a danger to', 'be imminent or about to happen']
366	americanismo	b2	['loyalty to the United States and its institutions']
367	americano	a1	['of or relating to or characteristic of the continents and islands of the Americas', 'of or relating to the United States of America or its people or language or culture', 'the English language as used in the United States', 'a native or inhabitant of a North American or Central American or South American country', 'a native or inhabitant of the United States']
368	amerindio	b2	['of or pertaining to American Indians or their culture or languages']
369	amiga	b1	['an ardent follower and admirer', 'any female friend', 'an adulterous woman; a woman who has an ongoing extramarital sexual relationship with a man', 'a person who backs a politician or a team etc.']
370	amigo	a1	"[""of or belonging to your own country's forces or those of an ally"", 'a friend or comrade', 'an ardent follower and admirer', 'a person you know well and regard with affection and trust', 'a person who backs a politician or a team etc.']"
371	amistad	b1	['a person with whom you are acquainted', 'the state of being friends (or friendly)', 'a state of friendship and cordiality']
372	amistoso	b1	['friendly and pleasant', 'characteristic of or befitting a friend', 'characterized by friendship and good will']
373	amnistiar	b1	['grant a pardon to']
374	amo	a2	['a person who has general authority over others', '(law) someone who owns (is legal possessor of) a business', 'a person who owns something']
375	amor	b1	['more attention and consideration than is normally bestowed by prudent persons', 'a quality proceeding from feelings of affection or love', 'a tendency to express warm and affectionate feeling', 'any object of warm affection or devotion', 'a deep feeling of sexual desire and attraction', 'a strong positive emotion of regard and affection', 'a beloved person; used as terms of endearment', 'a usually secretive or illicit sexual relationship']
376	amoroso	c1	['feeling or showing love and affection', 'psychologically warm; friendly and responsive']
377	amortiguar	b2	['protect from impact']
378	amparo	a2	['protective covering that provides protection from the weather']
379	ampliación	c1	['the act of increasing (something) in size or volume or quantity or scope', 'the act of expanding something in apparent size', 'a photographic print that has been enlarged', 'a discussion that provides additional information', 'a suburban area laid out in streets and lots for a future residential area']
380	ampliar	c1	['make larger', 'make large', 'become larger in size or volume or quantity', 'exaggerate or make bigger', 'make wider', 'extend in scope or range or area']
381	amplio	b2	"['having ample fabric', ""large and roomy (`convenient' is archaic in this sense)"", '(of buildings and rooms) having ample space', 'broad in scope or content; ; ; ; ; - T.G.Winner', 'having broad power and range and scope', 'fairly large', 'having great (or a certain) extent from one side to the other']"
382	amplitud	c1	['movement or space for movement', 'greatness of magnitude', 'spatial largeness and extensiveness (especially inside a building)', 'a wide scope', 'the extent of something from side to side', '(physics) the maximum displacement of a periodic wave', 'the condition of being filled to capacity']
383	ampolla	b1	['the dilated portion of a canal or duct especially of the semicircular canals of the ear', '(pathology) an elevation of the skin filled with serous fluid', 'an inflammatory swelling or sore', 'ulcerated chilblain on the heel']
384	amueblar	a2	['furnish']
385	américa	b1	['North America and South America and Central America']
386	amígdala	b2	['either of two masses of lymphatic tissue one on each side of the oral pharynx']
387	anal	b2	['of or related to the anus']
388	analfabetismo	c1	['an inability to read']
389	analfabeto	c1	['not able to read or write', 'a person unable to read']
390	analizar	b2	['make a mathematical, chemical, or grammatical analysis of; break down into components or essential features', 'consider in detail and subject to an analysis in order to discover essential features or meaning', 'break down into components or essential features', 'investigate scientifically']
391	anatómico	c1	['an expression that relates to anatomy']
392	ancestral	b1	['of or belonging to or inherited from an ancestor']
393	ancestro	c1	['someone from whom you are descended (but usually more remote than a grandparent)']
394	ancho	c1	['having ample fabric', 'not fitting closely; hanging loosely', 'having great (or a certain) extent from one side to the other']
395	anchura	c1	['the property of impressive largeness in size', 'the extent of something from side to side', 'the property of being wide; having great width']
396	anciano	b1	['a man who is very old', 'an elderly man']
397	andaluz	a2	['in or relating to Andalusia']
398	andar	b1	"[""use one's feet to advance; advance by steps"", 'traverse or cover by walking', 'shift or move by taking a step', 'walk at a pace', 'be or act in association with', 'live or behave in a specified manner', 'proceed or get along']"
399	anderson	a1	['United States dramatist (1888-1959)']
400	andino	b1	['relating to the Andes and their inhabitants']
401	androide	b1	['an automaton that resembles a human being']
402	andrógino	c1	['of or related to androgenesis']
403	anemia	a2	['a deficiency of red blood cells']
404	anestesia	c1	['loss of bodily sensation with or without loss of consciousness']
405	anexo	b1	['used of buildings joined by common sidewalls', '(broadcasting) a local announcement inserted into a network program', 'being joined in close association', 'a supplementary part or accessory']
406	anfiteatro	a2	['an oval large stadium with tiers of seats; an arena in which contests and spectacles are held', 'a sloping gallery with seats for spectators (as in an operating room or theater)']
407	anfitrión	a2	['the owner or manager of an inn']
408	angelical	c1	['of or relating to angels']
409	anglo	a2	['one of the major dialects of Old English']
410	angustia	c1	['emotional distress; a fundamental feeling that people try to avoid', 'extreme mental distress', 'a vague unpleasant emotion that is experienced in anticipation of some (usually ill-defined) misfortune', 'an acute but unspecific feeling of anxiety; usually reserved for philosophical anxiety about the world or about personal freedom', 'a mental pain or distress', 'extreme distress of body or mind']
411	angustioso	b2	['extremely painful']
412	anhelar	c1	['desire strongly or persistently']
413	anillo	c1	['jewelry consisting of a circlet of precious metal (often set with jewels) worn on the finger', '(Fungi) a remnant of the partial veil that in mature mushrooms surrounds the stem like a collar', 'a toroidal shape']
414	animación	b2	['the making of animated cartoons', 'liveliness and eagerness', 'irrepressible liveliness and good spirit', 'overflowing with eager enjoyment or approval', 'the activeness of an energetic personality', 'lively high-spirited playfulness']
415	animal	c1	"['a living organism characterized by voluntary movement', 'a cruelly rapacious person', ""a stupid person; these words are used to express a low opinion of someone's intelligence""]"
416	animar	b1	['make more interesting or lively', 'make lively', 'infuse with spirit', 'make (an emotion) fiercer', 'give lifelike qualities to', 'invigorate or heighten', 'add zest or liveliness to', 'press, drive, or impel (someone) to action or completion of an action', 'spur on', 'show approval or good wishes by shouting', 'spur on or encourage especially by cheers and shouts', 'cause (somebody) to feel happier or more cheerful', 'put into a good mood', 'encourage somebody by crying hollo', 'heighten or intensify', 'give encouragement to', 'inspire with confidence; give hope or courage to', 'act as a master of ceremonies']
417	aniquilar	b2	['strike at with firepower or bombs']
418	aniversario	b1	['the date on which an event occurred in some previous year (or the celebration of it)', 'the date on which a person was born']
419	ano	c1	['the excretory opening at the end of the alimentary canal', 'the fleshy part of the human body that you sit on']
420	anochecer	b1	['overtake with darkness or night', 'the latter part of the day (the period of decreasing daylight from late afternoon until nightfall)', 'the time of day immediately following sunset']
421	anorak	a2	"[""a kind of heavy jacket (`windcheater' is a British term)""]"
422	anormal	c1	['not normal; not typical or usual or regular or conforming to a norm']
423	anotación	b1	['a seduction culminating in sexual intercourse', 'a comment or instruction (usually added)']
424	anotar	b2	['keep score, as in games', 'put down in writing; of texts, musical compositions, etc.', 'make a written note of', 'gain points in a game', 'induce to have sex', 'add explanatory notes to or supply with critical comments', 'provide with a caption, as of a photograph or a drawing']
425	ansia	c1	['an intense desire for some particular thing', 'a yearning for something or to do something', 'a vague unpleasant emotion that is experienced in anticipation of some (usually ill-defined) misfortune', 'a positive feeling of wanting to push ahead with something', 'something that is desired intensely', 'a mental pain or distress', 'the state that precedes vomiting']
426	ansiedad	b2	['a sensitive or highly strung temperament', 'the trait of seeming ill at ease', 'nervous excitement of an inexperienced hunter', 'a vague unpleasant emotion that is experienced in anticipation of some (usually ill-defined) misfortune', '(psychiatry) a relatively permanent state of worry and nervousness occurring in a variety of mental disorders, usually accompanied by compulsive behavior or attacks of panic']
427	ansioso	b2	"['having or showing keen interest or intense desire or impatient expectancy', 'eagerly desirous', ""(often followed by `for') ardently or excessively desirous"", 'highly excited', 'restless or short-tempered under delay or opposition', 'causing or fraught with or showing anxiety']"
428	ante	b2	['at or in the front', 'leather with a napped surface']
429	antecedente	c1	['the referent of an anaphor; a phrase or clause that is referred to by an anaphoric pronoun', 'a preceding occurrence or cause or event', 'anything that precedes something similar in time']
430	antena	c1	['one of a pair of mobile appendages on the head of e.g. insects and crustaceans; typically sensitive to touch and taste', 'an electrical device that sends or receives radio or television signals']
431	antepasado	c1	['someone from whom you are descended (but usually more remote than a grandparent)', 'the founder of a family']
432	anterior	b2	['earlier in time', 'especially of writing or speech; going before', 'of or near the head end or toward the front plane of a body', '(used especially of persons) of the immediate past']
433	antibiótico	c1	['of or relating to antibiotic drugs', 'a chemical substance derivable from a mold or bacterium that can kill microorganisms and cure bacterial infections']
434	anticipar	c1	['regard something as probable or likely', 'realize beforehand', 'attempt to anticipate or predict', 'pay for something before receiving it', 'pay in advance']
435	anticuario	a1	['of or relating to antiques or antiquities', 'an expert or collector of antiquities']
436	antidepresivo	c1	['any of a class of drugs used to treat depression; often have undesirable side effects']
437	antiguo	c1	['old; no longer valid or fashionable', 'not modern; of or characteristic of an earlier time', 'belonging to or lasting from times long ago', 'made in or typical of earlier times and valued for its age', 'of long duration', 'belonging to times long past especially of the historical period before the fall of the Western Roman Empire', 'belonging to some prior time', 'long past']
438	antigüedad	a2	['any piece of furniture or decorative object or the like produced in a former period and valuable because of its beauty or rarity', 'an artifact surviving from the past', 'extreme oldness', 'higher rank than that of others especially by reason of longer service', 'relative status', 'the rank of a flag officer', 'the historic period preceding the Middle Ages in Europe']
439	antiinflamatorio	c1	['a medicine intended to reduce inflammation']
440	antioxidante	b1	['antioxidant that inhibits the formation of rust']
441	antipirético	c1	['preventing or alleviating fever']
442	antipático	c1	['not sympathetic or disposed toward', 'a person who is not pleasant or agreeable']
443	antiviral	a2	['inhibiting or stopping the growth and reproduction of viruses']
444	antártico	b1	['at or near the south pole']
445	anual	c1	['completing its life cycle within a year', 'lasting through a year', 'occurring or payable every year']
446	anudar	b1	['make a loop in']
447	anular	a2	['take away the legal force of or render ineffective', 'make ineffective by counterbalancing the effect of', 'wipe out the effect of something', 'concede the loss or worthlessness of something or somebody', 'rule against', 'cancel officially', 'wipe out digitally or magnetically recorded information', 'remove or make invisible', 'declare invalid', 'counteract the normal operation of (an automatic gear shift in a vehicle)', 'come to or be at an end', 'make up for', 'obliterate or extinguish']
448	anunciar	b2	['greet enthusiastically or joyfully', 'announce publicly or officially', 'foreshadow or presage', 'make known; make an announcement', 'give the names of', 'call attention to', 'make publicity for; try to sell (a product)', 'publicize with, or as if with, a poster']
449	anuncio	b2	['a formal public statement', 'a public statement containing information about an event that has happened or is going to happen', 'a public display of a message', 'a sign posted in a public place as an advertisement', 'a request for payment', 'a public promotion of some product or service', 'a commercially sponsored ad on radio or television', 'a sign of something about to happen']
450	análisis	c1	['an investigation of the component parts of a whole and their relations in making up the whole', 'the act of examining something closely (as for mistakes)', 'the abstract separation of a whole into its constituent parts in order to study the parts and their relations', 'a branch of mathematics involving calculus and the theory of limits; sequences and series and integration and differentiation', 'a form of literary criticism in which the structure of a piece of writing is analyzed']
451	anécdota	b2	['a comic incident or series of incidents', 'short account of an incident (especially a biographical one)']
452	anís	a2	['liquorice-flavored usually colorless sweet liqueur made from aniseed']
453	anónimo	c1	['having no known name or identity or known source', 'being or having an unknown or unnamed source', 'without a face or identity', 'not known or lacking marked individuality']
454	apacible	c1	['(of a body of water) free from disturbance by heavy waves', 'mild and pleasant', 'not easily irritated', 'not hurried or forced']
455	apaciguar	b2	['satisfy (thirst)', 'lessen the intensity of or calm']
456	apagar	b1	['cause to heat and crumble by treatment with water', 'extinguish by crushing', 'cause to stop operating by disengaging a switch', 'deprive of the oxygen necessary for combustion', 'put out, as of a candle or a light', 'put out, as of fires, flames, or lights']
457	apalancar	a2	['provide with leverage', 'supplement with leverage']
458	aparato	b2	['equipment designed to serve a specific function', 'durable goods for home or office use', 'an appliance that corrects dental irregularities', 'an instrumentality invented for a particular purpose', 'any electronic equipment that receives or transmits radio or tv signals', 'pretentious or showy or vulgar display', 'a group of physiologically or anatomically related organs or parts']
459	aparcamiento	a2	['space in which vehicles can be parked']
460	aparcar	a2	['place temporarily', 'maneuver a vehicle into a parking space']
461	aparecer	c1	['get up and out of bed', 'come into sight or view', 'come into being or existence, or appear on the scene', 'come, usually in answer to an invitation or summons', 'be issued or published', 'become known or apparent', 'come out of', 'appear as a character on stage or appear in a play, etc.', 'come up, of celestial bodies', 'originate or come into being', 'come into view indistinctly, often threateningly', 'hang over, as of something threatening, dark, or menacing']
462	aparentar	c1	['make believe with the intent to deceive', 'accord in appearance with']
463	aparente	c1	['appearing as such but not necessarily so']
464	aparición	c1	['the act of appearing in public view', 'the act of emerging', 'something existing in perception only', 'a mental representation of some haunting experience', 'a mental representation', 'a religious or mystical experience of a supernatural appearance', 'the event of coming into sight', 'the appearance of a ghostlike figure', 'a ghostly appearing figure']
465	apariencia	c1	"['pretending that something is the case in order to make a good impression', 'outward or visible aspect of a person or thing', 'the visual appearance of something or someone', 'an outward or token appearance or form that is deliberately misleading', 'an artful or simulated semblance', ""the feelings expressed on a person's face"", 'the quality of being pretentious (behaving or speaking in such a manner as to create a false appearance of great importance or worth)', 'outward features', 'a mental representation', 'the outward appearance of a person', 'a showy misrepresentation intended to conceal something unpleasant', 'pretending with intention to deceive']"
466	apartado	c1	['a numbered compartment in a post office where mail is put to be called for', 'a self-contained part of a larger composition (written or musical)']
467	apartamento	a1	['a suite of rooms usually on one floor of an apartment house']
468	apartar	c1	"['remove with or as if with a brush', 'come to be detached', ""draw someone's attention away from something"", 'move in order to make room for someone for something', 'push out of the way', 'turn away or aside', 'remove from a position or an office']"
469	aparte	b1	['not taken into account or excluded from consideration']
470	apasionante	b1	['causing a surge of emotion or excitement', 'capable of arousing and holding the attention', 'capable of arousing enthusiasm or excitement']
471	apatía	c1	['an absence of emotion or enthusiasm']
472	apego	c1	['a predisposition to like something', 'a feeling of affection for a person or an institution']
473	apelar	b2	['challenge (a decision)']
474	apelativo	a2	"[""a familiar name for a person (often a shortened version of a person's given name)""]"
475	apellido	c1	"[""the name used to identify the members of a family (as distinguished from each member's given name)""]"
476	apenar	b2	['make unhappy', 'hinder or prevent the progress or accomplishment of']
477	apenas	c1	['almost not', 'in a sparse or scanty way']
478	apendicitis	b1	['inflammation of the vermiform appendix']
479	apertura	b2	['the act of starting something', 'becoming open or being made open', 'the initial part of the introduction', 'a ceremony accompanying the start of some enterprise', 'a natural opening in something', 'an open or empty space in or between things']
480	apetecer	b1	['have a fancy or particular liking or desire for', 'have an inclination for something or some activity']
481	apetito	b1	['a feeling of craving something; ; - Granville Hicks', 'an appetite for food']
482	apetitoso	a2	['appealing to or stimulating the appetite especially in appearance or aroma', 'of or relating to appetite']
483	aplastar	c1	['break into small pieces', 'flatten on impact', 'extinguish by crushing', 'come out better in a competition, race, or conflict', 'surpass or beat by a wide margin', 'overwhelm by using great force', 'kill by lying on', 'hit swiftly with a violent blow', 'hit hard', 'crush or bruise', 'to compress with violence, out of natural shape or condition', 'walk on and flatten', 'bring to a specified state by overwhelming force or pressure', 'a crushing remark']
